model_year,maker,model_name,city,distance_covered (km),fuel_type,pre_owner,price (₹)
2018,Hyundai,Xcent 1.2 S CRDI,Chennai,66171,Diesel,1st Owner,556399
2013,BMW,3 Series 320D LUXURYLINE,Chennai,30470,Diesel,4th Owner,1337999
2013,Maruti,Alto 800 LXI,Chennai,84015,Petrol,3rd Owner,222999
2015,Hyundai,Elite i20 ASTA 1.2,Chennai,76733,Petrol,1st Owner,539499
2014,Honda,Amaze 1.5 EXMT I DTEC,Chennai,106819,Diesel,1st Owner,424899
2014,Hyundai,i10 MAGNA 1.1 IRDE2,Chennai,148169,Petrol,1st Owner,354299
2015,Maruti,Swift VXI,Chennai,86119,Petrol,2nd Owner,451699
2015,Maruti,Swift Dzire VXI 1.2 BS IV,Chennai,105026,Petrol,1st Owner,479899
2019,Maruti,Ciaz ALPHA 1.5 AT VTVT SHVS,Chennai,43569,Petrol,1st Owner,858499
2015,Maruti,Swift Dzire VXI 1.2 BS IV,Chennai,95389,Petrol,1st Owner,504899
2013,Hyundai,i10 MAGNA 1.2 KAPPA2,Chennai,92104,Petrol,2nd Owner,317699
2014,Nissan,Terrano XL PLUS 85 PS DEISEL,Chennai,99376,Diesel,1st Owner,428099
2013,Fiat,Grand Punto EMOTION PACK 1.3 90 HP,Chennai,117501,Diesel,1st Owner,272799
2016,Skoda,Rapid 1.5 TDI AT AMBITION,Chennai,89014,Diesel,1st Owner,662799
2013,Nissan,Sunny XL DIESEL,Chennai,115148,Diesel,2nd Owner,357699
2014,Volkswagen,Polo TRENDLINE 1.5L DIESEL,Chennai,70965,Diesel,1st Owner,473999
2013,Maruti,Swift Dzire VDI BS IV,Chennai,162017,Diesel,1st Owner,439299
2014,Audi,Q3 2.0 TDI,Chennai,67509,Diesel,2nd Owner,1167099
2014,Honda,City VX MT DIESEL,Chennai,110899,Diesel,1st Owner,571499
2017,Hyundai,Creta 1.6 SX PLUS PETROL,Chennai,104315,Petrol,1st Owner,752699
2013,Maruti,Swift Dzire VDI BS IV,Chennai,119674,Diesel,1st Owner,475599
2012,Honda,City V MT PETROL,Chennai,113477,Petrol,1st Owner,424299
2018,Hyundai,Xcent E PLUS,Chennai,96286,Petrol,1st Owner,425299
2015,Ford,Ecosport 1.5TITANIUM TDCI,Chennai,97862,Diesel,1st Owner,669399
2013,Maruti,Swift Dzire ZDI,Chennai,199017,Diesel,1st Owner,396099
2013,Maruti,Swift Dzire VXI 1.2 BS IV,Chennai,105555,Petrol,2nd Owner,436699
2011,Honda,City S MT PETROL,Chennai,148572,Petrol,1st Owner,399199
2015,Toyota,Innova 2.5 GX 8 STR BS IV,Chennai,98291,Diesel,1st Owner,1099199
2014,Renault,Duster RXL PLUS DIESEL 85,Chennai,113857,Diesel,2nd Owner,559499
2011,Hyundai,Santro Xing GL PLUS,Chennai,170829,Petrol,1st Owner,242499
2012,Ford,Figo 1.4 ZXI DURATORQ,Chennai,152232,Diesel,1st Owner,278599
2014,Maruti,Wagon R 1.0 VXI,Chennai,114075,Petrol,1st Owner,344999
2013,Maruti,Swift Dzire LDI BS IV,Chennai,206085,Diesel,1st Owner,387799
2011,Hyundai,i10 MAGNA 1.2 KAPPA2,Chennai,244412,Petrol,2nd Owner,344599
2017,Hyundai,Creta 1.6 SX CRDI,Chennai,112774,Diesel,1st Owner,878599
2016,Hyundai,Creta 1.6 CRDI SX PLUS AUTO,Chennai,136583,Diesel,1st Owner,863999
2016,Toyota,Innova Crysta 2.4 ZX 7 STR,Chennai,276979,Diesel,1st Owner,1656899
2018,Maruti,Swift ZDI AMT,Chennai,113765,Diesel,1st Owner,674999
2016,Hyundai,i20 Active 1.2 S,Chennai,136089,Petrol,1st Owner,497099
2014,Toyota,Innova 2.5 GX 7 STR BS IV,Chennai,123683,Diesel,1st Owner,1024399
2017,Mahindra,Xylo H8 ABS AIRBAG BS IV,Chennai,212781,Diesel,1st Owner,744899
2011,Maruti,Alto LXI,Chennai,21809,Petrol,1st Owner,265399
2011,Maruti,Alto K10 LXI,Chennai,42789,Petrol,2nd Owner,220199
2017,Renault,Kwid 1.0 RXT,Chennai,20626,Petrol,1st Owner,383199
2011,Maruti,Alto LXI,Chennai,40146,Petrol,1st Owner,195299
2016,Renault,Kwid RXT,Chennai,29163,Petrol,1st Owner,329299
2011,Maruti,Alto LXI,Chennai,57621,Petrol,2nd Owner,239599
2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Chennai,9891,Petrol,1st Owner,453299
2014,Hyundai,Eon ERA PLUS,Chennai,43638,Petrol,1st Owner,276699
2018,Maruti,Alto K10 VXI,Chennai,9635,Petrol,1st Owner,361899
2015,Hyundai,Eon D LITE PLUS,Chennai,32440,Petrol,1st Owner,314599
2011,Maruti,Swift Dzire ZXI 1.2 BS IV,Chennai,38976,Petrol,2nd Owner,380799
2017,Maruti,OMNI E 8 STR,Chennai,19759,Petrol,1st Owner,332699
2014,Hyundai,Elite i20 SPORTZ 1.2,Chennai,21097,Petrol,1st Owner,509199
2016,Maruti,Alto 800 VXI,Chennai,34151,Petrol,2nd Owner,287399
2018,Maruti,Eeco 5 STR WITH AC PLUSHTR,Chennai,21916,Petrol,1st Owner,430099
2017,Maruti,OMNI E 8 STR,Chennai,4687,Petrol,1st Owner,293899
2018,Maruti,Eeco 5 STR WITH AC PLUSHTR,Chennai,6145,Petrol,1st Owner,414499
2013,Maruti,Swift Dzire VXI 1.2 BS IV,Chennai,53876,Petrol,2nd Owner,451499
2016,Hyundai,i10 MAGNA 1.1 IRDE2,Chennai,26280,Petrol,1st Owner,411999
2018,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Chennai,21672,Petrol,2nd Owner,523499
2014,Ford,Figo 1.2 TITANIUM DURATEC,Chennai,41176,Petrol,2nd Owner,329499
2016,Volkswagen,Ameo COMFORTLINE 1.2,Chennai,30781,Petrol,1st Owner,534899
2013,Hyundai,i20 SPORTZ 1.2 VTVT,Chennai,57096,Petrol,1st Owner,375799
2016,Honda,City SV MT PETROL,Chennai,41740,Petrol,2nd Owner,626899
2014,Maruti,Alto 800 VXI,Chennai,50917,Petrol,1st Owner,231099
2014,Hyundai,Eon ERA PLUS,Chennai,49956,Petrol,2nd Owner,259399
2011,Toyota,Etios Liva G,Chennai,63932,Petrol,1st Owner,395299
2012,Hyundai,Eon ERA PLUS,Chennai,71785,Petrol,2nd Owner,229499
2018,Maruti,IGNIS DELTA 1.2 K12,Chennai,9572,Petrol,1st Owner,549299
2016,Hyundai,Elite i20 MAGNA 1.2,Chennai,49975,Petrol,1st Owner,534699
2018,Maruti,Alto 800 LXI,Chennai,3057,Petrol,1st Owner,337399
2019,Tata,Tiago XZA+ 1.2 RTN,Chennai,13065,Petrol,1st Owner,584999
2017,Volkswagen,Polo COMFORTLINE 1.2L PETROL,Chennai,38778,Petrol,1st Owner,520299
2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Chennai,23090,Petrol,1st Owner,444499
2016,Hyundai,Eon MAGNA PLUS OPTIONAL,Chennai,31977,Petrol,1st Owner,321699
2015,Hyundai,Elite i20 MAGNA 1.2,Chennai,49067,Petrol,1st Owner,477799
2018,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Chennai,4241,Petrol,1st Owner,516799
2009,Maruti,Ritz LXI,Chennai,42643,Petrol,2nd Owner,232099
2017,Maruti,Swift VXI,Chennai,17538,Petrol,1st Owner,567499
2019,Maruti,IGNIS DELTA 1.2 K12,Chennai,19564,Petrol,1st Owner,531299
2017,Maruti,Swift VXI LIMITED EDITION,Chennai,40281,Petrol,1st Owner,539699
2010,Maruti,Ritz VXI BS IV,Chennai,57709,Petrol,2nd Owner,303399
2018,Ford,Figo Aspire 1.2 TITANIUM PETROL,Chennai,20192,Petrol,1st Owner,606699
2009,Maruti,Zen Estilo VXI,Chennai,60522,Petrol,2nd Owner,188299
2019,Hyundai,NEW SANTRO SPORTZ 1.1,Chennai,20728,Petrol,1st Owner,454499
2015,Maruti,Ertiga VXI,Chennai,32155,Petrol,1st Owner,641499
2010,Hyundai,i10 SPORTZ 1.2 KAPPA2,Chennai,59295,Petrol,2nd Owner,243699
2013,Maruti,Wagon R Stingray VXI,Chennai,62227,Petrol,1st Owner,349599
2010,Maruti,Wagon R LXI,Chennai,91376,Petrol,1st Owner,225399
2013,Maruti,Swift VDI,Chennai,66970,Diesel,2nd Owner,433099
2014,Honda,Amaze 1.5 SX MT I DTEC,Chennai,83373,Diesel,1st Owner,433299
2013,Volkswagen,Polo HIGHLINE1.2L PETROL,Chennai,64452,Petrol,1st Owner,414899
2019,Honda,Jazz 1.2 V MT,Chennai,16519,Petrol,1st Owner,698799
2018,Maruti,Omni STD,Chennai,6603,Petrol,1st Owner,302699
2017,Honda,WR-V 1.5 i-DTEC VX MT,Chennai,45633,Diesel,1st Owner,699299
2015,Maruti,Wagon R 1.0 VXI,Chennai,59786,Petrol,2nd Owner,342899
2019,Hyundai,Elite i20 1.2 MAGNA PLUS VTVT,Chennai,11855,Petrol,2nd Owner,607099
2013,Maruti,Swift VDI,Chennai,67474,Diesel,1st Owner,406699
2011,Honda,Civic 1.8S MT,Chennai,83808,Petrol,3rd Owner,377999
2017,Volkswagen,Polo GT TSI 1.2 PETROL AT,Chennai,41725,Petrol,1st Owner,670199
2008,Honda,City ZX 1.5 EXI,Chennai,69765,Petrol,3rd Owner,248899
2019,Maruti,Celerio VXI,Chennai,31567,Petrol,1st Owner,469899
2013,Skoda,Rapid 1.6 TDI MT AMBITION PLUS,Chennai,90271,Diesel,1st Owner,362299
2014,Hyundai,Xcent S 1.2 OPT,Chennai,82553,Petrol,1st Owner,389599
2016,Maruti,Baleno ALPHA DDIS 190,Chennai,73698,Diesel,1st Owner,595199
2017,Hyundai,Elite i20 SPORTZ 1.2,Chennai,58193,Petrol,1st Owner,548599
2012,Hyundai,Eon ERA PLUS,Chennai,88747,Petrol,1st Owner,274499
2016,Maruti,Vitara Brezza ZDI,Chennai,62482,Diesel,1st Owner,687999
2018,Maruti,Baleno DELTA 1.2 K12,Chennai,47586,Petrol,1st Owner,595599
2013,Honda,Brio 1.2 S MT I VTEC,Chennai,73968,Petrol,2nd Owner,322299
2015,Honda,Amaze 1.5 SMT I DTEC,Chennai,81879,Diesel,1st Owner,487399
2015,Maruti,Baleno ZETA 1.2 K12,Chennai,72372,Petrol,1st Owner,499599
2013,Ford,Figo 1.4 TITANIUM DURATORQ,Chennai,93069,Diesel,1st Owner,304099
2014,Maruti,Swift Dzire VDI BS IV,Chennai,76652,Diesel,1st Owner,479199
2016,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Chennai,77847,Petrol,1st Owner,448899
2018,Hyundai,Creta 1.6 SX CRDI,Chennai,47876,Diesel,1st Owner,1106999
2018,Hyundai,Verna 1.6 SX (O) CRDI MT,Chennai,27436,Diesel,1st Owner,959599
2016,Mahindra,TUV300 T8,Chennai,82252,Diesel,1st Owner,633199
2016,Honda,Jazz 1.2 SV MT,Chennai,72447,Petrol,1st Owner,541799
2016,Hyundai,Creta 1.6 SX PLUS PETROL,Chennai,76727,Petrol,1st Owner,724999
2015,Honda,Jazz 1.2 V AT,Chennai,81461,Petrol,2nd Owner,481499
2014,Hyundai,Elite i20 ASTA 1.4 CRDI,Chennai,94127,Diesel,1st Owner,591299
2013,Volkswagen,Polo COMFORTLINE 1.2L DIESEL,Chennai,102496,Diesel,2nd Owner,333599
2011,Nissan,Sunny XV PETROL,Chennai,137729,Petrol,1st Owner,296199
2012,Toyota,Etios Liva GD,Chennai,93388,Diesel,1st Owner,464499
2016,Ford,Ecosport 1.5 TITANIUMTDCI OPT,Chennai,97408,Diesel,1st Owner,633199
2017,Hyundai,Creta 1.6 SX CRDI,Chennai,97959,Diesel,1st Owner,893099
2011,Hyundai,i20 SPORTZ O 1.4 CRDI,Chennai,124307,Diesel,1st Owner,299399
2012,Hyundai,i10 MAGNA 1.2 KAPPA2,Chennai,138629,Petrol,1st Owner,333399
2011,Hyundai,i20 SPORTZ O 1.4 CRDI,Chennai,101176,Diesel,1st Owner,438699
2012,Toyota,Innova 2.5 VX 8 STR BS IV,Chennai,115553,Diesel,2nd Owner,825499
2014,Ford,Ecosport 1.5 TITANIUM TI VCT AT,Chennai,135385,Petrol,1st Owner,509499
2013,Hyundai,i20 Magna O 1.4 CRDI,Chennai,114559,Diesel,3rd Owner,307999
2015,Hyundai,Xcent S 1.2,Chennai,234911,Petrol,1st Owner,375199
2011,Hyundai,Santro Xing GL PLUS,Chennai,22390,Petrol,1st Owner,259599
2011,Hyundai,i10 MAGNA 1.2 KAPPA2,Chennai,13018,Petrol,1st Owner,314999
2010,Hyundai,i10 MAGNA 1.2,Chennai,32553,Petrol,1st Owner,280499
2012,Hyundai,i10 SPORTZ 1.2 AT KAPPA2,Chennai,42103,Petrol + LPG,1st Owner,375899
2010,Hyundai,i10 SPORTZ 1.2,Chennai,32693,Petrol,1st Owner,288299
2011,Maruti,Wagon R 1.0 VXI,Chennai,45714,Petrol,2nd Owner,314499
2013,Honda,Amaze 1.2 VXMT I VTEC,Chennai,10960,Petrol,2nd Owner,436599
2014,Tata,Nano XT TWIST,Chennai,43608,Petrol,2nd Owner,128499
2014,Mahindra,Bolero ZLX,Chennai,37037,Diesel,1st Owner,543799
2017,Renault,Kwid RXT 1.0 EASY-R AT OPTION,Chennai,11529,Petrol,2nd Owner,368899
2017,Renault,Kwid RXT,Chennai,18056,Petrol,1st Owner,318299
2014,Hyundai,Xcent S 1.2,Chennai,40988,Petrol,1st Owner,397599
2011,Hyundai,Verna FLUIDIC 1.6 SX VTVT,Chennai,43482,Petrol,2nd Owner,415999
2016,Renault,Kwid RXT,Chennai,21361,Petrol,1st Owner,308699
2012,Hyundai,Eon ERA PLUS,Chennai,43854,Petrol,1st Owner,218399
2012,Hyundai,Eon MAGNA,Chennai,31373,Petrol,2nd Owner,241999
2017,Maruti,IGNIS ALPHA 1.2 K12 DUAL TONE,Chennai,16798,Petrol,1st Owner,510599
2011,Maruti,Wagon R 1.0 VXI,Chennai,36503,Petrol,2nd Owner,283599
2015,Volkswagen,Polo HIGHLINE1.2L PETROL,Chennai,21715,Petrol,1st Owner,501599
2016,Renault,Kwid RXT,Chennai,35816,Petrol,1st Owner,322699
2017,Maruti,Wagon R 1.0 VXI,Chennai,5873,Petrol,1st Owner,384999
2015,Maruti,Celerio ZXI OPT,Chennai,21098,Petrol,1st Owner,379599
2011,Hyundai,Verna FLUIDIC 1.6 SX VTVT OPT AT,Chennai,60959,Petrol,1st Owner,453699
2017,Hyundai,Eon ERA PLUS,Chennai,9567,Petrol,1st Owner,328799
2011,Hyundai,i10 SPORTZ 1.2 AT KAPPA2,Chennai,54326,Petrol,2nd Owner,315999
2017,Maruti,Wagon R 1.0 VXI,Chennai,20907,Petrol,1st Owner,387099
2018,Maruti,Baleno DELTA 1.2 K12,Chennai,9398,Petrol,1st Owner,587799
2016,Maruti,Swift Dzire VXI 1.2 BS IV,Chennai,17477,Petrol,1st Owner,524499
2015,Hyundai,Eon SPORTZ,Chennai,31661,Petrol,1st Owner,284199
2012,Volkswagen,Vento HIGHLINE DIESEL,Chennai,52977,Diesel,2nd Owner,354899
2014,Honda,Amaze 1.5 SMT I DTEC,Chennai,55838,Diesel,1st Owner,447199
2009,Maruti,Swift Dzire VXI 1.3,Chennai,43762,Petrol,1st Owner,309099
2013,Hyundai,Eon MAGNA PLUS,Chennai,27109,Petrol,2nd Owner,240299
2015,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,Chennai,46243,Petrol,2nd Owner,406299
2016,Maruti,Alto 800 LXI,Chennai,24346,Petrol,2nd Owner,273999
2014,Hyundai,Xcent S 1.2,Chennai,49631,Petrol,1st Owner,392899
2011,Volkswagen,Polo HIGHLINE1.2L PETROL,Chennai,57897,Petrol,1st Owner,340999
2017,Maruti,Wagon R 1.0 VXI,Chennai,40381,Petrol,1st Owner,394199
2013,Hyundai,Grand i10 MAGNA 1.1 CRDI,Chennai,55207,Diesel,3rd Owner,320699
2009,Hyundai,i10 ERA 1.1 IRDE,Chennai,35966,Petrol,2nd Owner,197699
2012,Maruti,Zen Estilo LXI,Chennai,64480,Petrol,1st Owner,221399
2014,Maruti,Swift ZXI,Chennai,12720,Petrol,1st Owner,493199
2014,Maruti,Celerio ZXI,Chennai,73937,Petrol,1st Owner,361399
2017,Maruti,Swift LXI OPT,Chennai,28385,Petrol,1st Owner,497599
2016,Maruti,Swift VXI OPT,Chennai,36992,Petrol,1st Owner,529999
2016,Maruti,Swift Dzire VDI BS IV,Chennai,38519,Diesel,1st Owner,544299
2012,Hyundai,Verna FLUIDIC 1.6 SX VTVT OPT AT,Chennai,58668,Petrol,2nd Owner,470699
2016,Mahindra,TUV300 T8,Chennai,58384,Diesel,1st Owner,642399
2010,Ford,Figo 1.2 ZXI DURATEC,Chennai,77577,Petrol,3rd Owner,192099
2010,Maruti,Wagon R 1.0 LXI,Chennai,61400,Petrol,1st Owner,238499
2020,Maruti,Eeco 5 STR WITH AC PLUSHTR,Chennai,9375,Petrol,1st Owner,467999
2014,Renault,Pulse RX L PETROL,Chennai,49994,Petrol,2nd Owner,290699
2017,Maruti,Baleno DELTA 1.2 K12,Chennai,25972,Petrol,1st Owner,517899
2018,Honda,Amaze 1.2 V CVT I VTEC,Chennai,5349,Petrol,1st Owner,744699
2014,Fiat,Grand Punto ACTIVE 1.3,Chennai,46804,Diesel,3rd Owner,295099
2008,Hyundai,i10 MAGNA,Chennai,61075,Petrol,2nd Owner,202199
2018,Maruti,Swift LXI,Chennai,58696,Petrol,1st Owner,494599
2016,Maruti,Ciaz VDI+ SHVS,Chennai,41753,Diesel,2nd Owner,516699
2017,Maruti,Dzire VDI,Chennai,19176,Diesel,1st Owner,610099
2015,Honda,Amaze 1.2 SMT I VTEC,Chennai,66632,Petrol,1st Owner,433399
2017,Hyundai,Elite i20 SPORTZ 1.2,Chennai,32077,Petrol,1st Owner,599899
2018,Hyundai,Creta 1.4 E PLUS CRDI,Chennai,18794,Diesel,2nd Owner,846799
2012,Honda,Brio 1.2 V MT I VTEC,Chennai,70398,Petrol,1st Owner,306699
2019,Ford,Ecosport 1.5TITANIUM TDCI,Chennai,22633,Diesel,1st Owner,925899
2013,Maruti,Alto 800 LXI,Chennai,64676,Petrol,1st Owner,211199
2011,Ford,Figo 1.4 TITANIUM DURATORQ,Chennai,123397,Diesel,1st Owner,231599
2018,Maruti,Baleno DELTA DDIS 190,Chennai,27623,Diesel,1st Owner,626699
2008,Honda,City ZX GXI,Chennai,94396,Petrol,1st Owner,282999
2018,Maruti,Baleno ALPHA 1.2 K12,Chennai,33554,Petrol,1st Owner,601999
2015,Maruti,Ciaz ZXI,Chennai,59361,Petrol,2nd Owner,542399
2016,Hyundai,Elite i20 SPORTZ 1.2,Chennai,51404,Petrol,1st Owner,533599
2019,Maruti,Swift VXI AMT,Chennai,21823,Petrol,1st Owner,634399
2015,Maruti,Ertiga VXI,Chennai,23641,Petrol,1st Owner,637699
2018,Hyundai,Grand i10 MAGNA 1.2 VTVT,Chennai,19266,Petrol,1st Owner,477899
2014,Skoda,Superb ELEGANCE 1.8 TSI MT,Chennai,48862,Petrol,2nd Owner,771999
2017,Volkswagen,Ameo COMFORTLINE 1.2,Chennai,48014,Petrol,1st Owner,472599
2016,Maruti,Vitara Brezza VDI OPT,Chennai,52128,Diesel,1st Owner,648799
2018,Hyundai,Xcent S 1.2,Chennai,38836,Petrol,1st Owner,470799
2017,Volkswagen,Vento HIGHLINE TDI AT,Chennai,49616,Diesel,1st Owner,745899
2017,Nissan,Sunny XV DIESEL,Chennai,52264,Diesel,1st Owner,558399
2010,Honda,City V AT,Chennai,95673,Petrol,1st Owner,389099
2018,Ford,FREESTYLE TREND 1.2 TI-VCT,Chennai,47889,Petrol,1st Owner,477199
2018,Honda,Amaze 1.2 V CVT I VTEC,Chennai,29177,Petrol,1st Owner,705899
2015,Renault,Lodgy 85 PS RXL,Chennai,78951,Diesel,1st Owner,473499
2018,Skoda,Rapid Style 1.5 TDI AT,Chennai,36968,Diesel,1st Owner,936299
2014,Toyota,Etios CROSS 1.5 V,Chennai,71201,Petrol,1st Owner,440699
2016,Maruti,Swift Dzire VXI OPT,Chennai,70349,Petrol,1st Owner,444199
2008,Maruti,Wagon R VXI BS III,Chennai,70723,Petrol,1st Owner,187099
2017,Volkswagen,Polo HIGHLINE1.5L DIESEL,Chennai,64360,Diesel,2nd Owner,555399
2013,Ford,Ecosport 1.5TITANIUM TDCI,Chennai,84769,Diesel,1st Owner,451399
2017,Honda,BR-V 1.5 i-VTEC V CVT,Chennai,54562,Petrol,1st Owner,752499
2019,Maruti,Dzire VDI,Chennai,33584,Diesel,1st Owner,714599
2013,Maruti,Ertiga VXI,Chennai,86720,Petrol,1st Owner,535599
2016,Renault,Kwid RXT,Chennai,89541,Petrol,1st Owner,299699
2016,Maruti,Ertiga VDI SHVS,Chennai,71271,Diesel,1st Owner,711199
2018,Maruti,Swift VDI,Chennai,57681,Diesel,1st Owner,549599
2016,Hyundai,Verna FLUIDIC 1.6 SX CRDI OPT,Chennai,94162,Diesel,1st Owner,634499
2019,Maruti,Dzire VDI,Chennai,65709,Diesel,1st Owner,663699
2016,Maruti,Swift ZDI,Chennai,91075,Diesel,1st Owner,496699
2012,BMW,5 Series 525D,Chennai,109519,Diesel,1st Owner,1208199
2015,Hyundai,Elite i20 ASTA 1.4 CRDI,Chennai,127636,Diesel,1st Owner,447299
2013,Ford,Ecosport 1.5TITANIUM TDCI,Chennai,135725,Diesel,1st Owner,469199
2015,Fiat,Punto EVO EMOTION 1.3 MULTIJET,Chennai,97612,Diesel,2nd Owner,377599
2016,Hyundai,Creta 1.6 CRDI SX PLUS AUTO,Chennai,77407,Diesel,2nd Owner,836299
2016,Honda,Jazz 1.5 SV I DTEC,Chennai,103204,Diesel,1st Owner,495999
2013,Hyundai,i10 ASTA 1.2 KAPPA2,Chennai,115427,Petrol,1st Owner,267599
2013,Toyota,Innova 2.5 VX 7 STR BS IV,Chennai,221916,Diesel,1st Owner,953699
2015,Honda,City V MT DIESEL,Chennai,119269,Diesel,1st Owner,552799
2014,Mercedes,Benz A Class A180 CDI STYLE,Chennai,42128,Diesel,3rd Owner,911799
2013,Hyundai,i20 SPORTZ 1.4 CRDI,Chennai,115703,Diesel,2nd Owner,353499
2012,Hyundai,Santro Xing GLS,Ahmedabad,37639,Petrol,2nd Owner,257299
2010,Hyundai,i10 MAGNA 1.1 IRDE2,Ahmedabad,48605,Petrol,1st Owner,258399
2018,Maruti,Eeco 5 STR WITH AC PLUSHTR,Ahmedabad,11995,Petrol,1st Owner,435199
2020,Maruti,Alto LXI,Ahmedabad,3772,Petrol,1st Owner,408399
2018,Maruti,Dzire VXI,Ahmedabad,13507,Petrol,1st Owner,644899
2012,Maruti,Wagon R 1.0 LXI,Ahmedabad,20671,Petrol,2nd Owner,277999
2019,Maruti,Celerio ZXI,Ahmedabad,15733,Petrol,1st Owner,492399
2020,Maruti,Eeco 5 STR WITH AC PLUSHTR,Ahmedabad,1999,Petrol,1st Owner,505499
2020,Maruti,Eeco 5 STR WITH AC PLUSHTR,Ahmedabad,3822,Petrol,1st Owner,459599
2013,Hyundai,i20 MAGNA O 1.2,Ahmedabad,30045,Petrol,1st Owner,376599
2018,Maruti,Alto 800 LXI,Ahmedabad,11798,Petrol,1st Owner,339699
2017,Hyundai,Eon ERA PLUS,Ahmedabad,21069,Petrol,2nd Owner,307599
2018,Maruti,Eeco 5 STR WITH AC PLUSHTR,Ahmedabad,15805,Petrol + CNG,1st Owner,428399
2014,Maruti,Swift Dzire VXI 1.2 BS IV,Ahmedabad,29375,Petrol,1st Owner,487099
2020,Maruti,Eeco 5 STR WITH AC PLUSHTR,Ahmedabad,16508,Petrol,1st Owner,468099
2019,Maruti,Baleno DELTA 1.2 K12,Ahmedabad,12799,Petrol,1st Owner,624899
2016,Maruti,Swift VXI,Ahmedabad,11352,Petrol,1st Owner,519899
2018,Maruti,Celerio ZXI,Ahmedabad,12594,Petrol,1st Owner,450399
2015,Maruti,Swift VXI,Ahmedabad,30905,Petrol,1st Owner,445799
2013,Maruti,Alto 800 LXI,Ahmedabad,51970,Petrol,2nd Owner,224299
2017,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Ahmedabad,2578,Petrol,1st Owner,520699
2012,Maruti,Alto K10 VXI,Ahmedabad,58560,Petrol + CNG,1st Owner,203799
2017,Maruti,Eeco 5 STR WITH AC PLUSHTR,Ahmedabad,12252,Petrol + CNG,1st Owner,404999
2018,Datsun,Redi Go T (O),Ahmedabad,6076,Petrol,1st Owner,296699
2020,Maruti,Alto LXI,Ahmedabad,11664,Petrol,1st Owner,373399
2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Ahmedabad,18973,Petrol,1st Owner,460999
2018,Maruti,Alto 800 LXI,Ahmedabad,18002,Petrol,1st Owner,314099
2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Ahmedabad,4075,Petrol,1st Owner,462299
2015,Maruti,Swift VXI,Ahmedabad,53233,Petrol,2nd Owner,444499
2017,Maruti,Alto 800 LXI,Ahmedabad,33084,Petrol,2nd Owner,256899
2014,Maruti,Swift VXI,Ahmedabad,45422,Petrol,2nd Owner,432299
2020,Maruti,Alto LXI,Ahmedabad,1322,Petrol,1st Owner,375699
2016,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Ahmedabad,32666,Petrol,1st Owner,479399
2013,Maruti,Wagon R 1.0 LXI,Ahmedabad,53862,Petrol,1st Owner,278399
2018,Maruti,Wagon R 1.0 VXI AMT,Ahmedabad,1489,Petrol,1st Owner,466899
2020,Maruti,Eeco 5 STR WITH AC PLUSHTR,Ahmedabad,16285,Petrol,1st Owner,477899
2017,Maruti,Eeco 5 STR WITH AC PLUSHTR,Ahmedabad,33559,Petrol + CNG,1st Owner,431799
2017,Hyundai,Elite i20 SPORTZ 1.2,Ahmedabad,20529,Petrol,1st Owner,517299
2016,Maruti,OMNI E STD,Ahmedabad,36378,Petrol,1st Owner,208299
2020,Maruti,Alto LXI,Ahmedabad,2016,Petrol,1st Owner,331499
2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Ahmedabad,3540,Petrol,1st Owner,496999
2011,Maruti,Alto LXI,Ahmedabad,76783,Petrol,2nd Owner,162299
2018,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Ahmedabad,19533,Petrol,1st Owner,535799
2019,Renault,Kwid RXL,Ahmedabad,16133,Petrol,1st Owner,364099
2017,Maruti,Eeco 5 STR WITH AC PLUSHTR,Ahmedabad,17945,Petrol,1st Owner,403199
2019,Maruti,Baleno DELTA 1.2 K12,Ahmedabad,10491,Petrol,1st Owner,626499
2015,Maruti,Ertiga VXI ABS,Ahmedabad,44813,Petrol,1st Owner,603299
2017,Maruti,Eeco 5 STR WITH AC PLUSHTR,Ahmedabad,32968,Petrol,1st Owner,371199
2018,Maruti,Vitara Brezza VDI,Ahmedabad,20891,Diesel,1st Owner,752899
2012,Hyundai,Santro Xing GL PLUS,Ahmedabad,60697,Petrol,1st Owner,261199
2017,Maruti,Ciaz ALPHA 1.3 DDIS SHVS,Ahmedabad,31206,Diesel,2nd Owner,675099
2012,Hyundai,i10 ERA 1.1 IRDE,Ahmedabad,45025,Petrol,3rd Owner,247499
2017,Maruti,Wagon R 1.0 VXI OPT,Ahmedabad,42109,Petrol,1st Owner,368599
2020,Maruti,Eeco 5 STR WITH AC PLUSHTR,Ahmedabad,749,Petrol,1st Owner,487899
2013,Maruti,Alto 800 LXI,Ahmedabad,58806,Petrol,1st Owner,228099
